Ch,Circ,action,location,person,Author,Novel
0.18628571428571428,0.2,0.08285714285714285,0.19085714285714286,0.34,Булычев,Гай-до
0.18997756170531038,0.18399401645474944,0.05833956619296934,0.1630516080777861,0.40463724756918473,Булычев,Гай-до
0.21369161868202174,0.1708253358925144,0.07549584133077415,0.1695457453614843,0.3704414587332054,Булычев,Гай-до
0.20582765034097955,0.18226906385616862,0.07997520148791072,0.17792932424054556,0.3539987600743955,Булычев,Гай-до
0.17310087173100872,0.20734744707347447,0.06911581569115816,0.17683686176836863,0.37359900373599003,Булычев,Гай-до
0.19258160237388725,0.21305637982195846,0.07537091988130563,0.17893175074183976,0.3400593471810089,Булычев,Гай-до
0.18587542913192742,0.2005885237861697,0.08974987739087788,0.18195193722412947,0.34183423246689554,Булычев,Древние тайны
0.1923474663908997,0.20010341261633918,0.07859358841778696,0.18304033092037228,0.3459152016546019,Булычев,Древние тайны
0.1749156355455568,0.1906636670416198,0.08886389201349831,0.19741282339707536,0.3481439820022497,Булычев,Древние тайны
0.2106076210092688,0.1920700308959835,0.0839340885684861,0.16683831101956745,0.3465499485066941,Булычев,Древние тайны
0.21548117154811716,0.22018828451882846,0.07060669456066945,0.1788702928870293,0.3148535564853556,Булычев,Древние тайны
0.22184954480115,0.19357930043124102,0.09199808337326305,0.17872544321993292,0.31384762817441303,Булычев,Древние тайны
0.2079155672823219,0.20158311345646437,0.08443271767810026,0.19050131926121372,0.31556728232189973,Булычев,Древние тайны
0.22457857531266992,0.18379554105492116,0.09516041326808047,0.15823817292006526,0.33822729744426316,Булычев,Древние тайны
0.20835380835380835,0.18181818181818182,0.09680589680589681,0.17248157248157248,0.34054054054054056,Булычев,Древние тайны
0.21468074409250879,0.19607843137254902,0.08044243338360986,0.1885369532428356,0.3202614379084967,Булычев,Древние тайны
0.20340113371123708,0.19873291097032345,0.07869289763254418,0.16972324108036013,0.3494498166055352,Булычев,Древние тайны
